Rk,Player,Pos,Age,Tm,G,GS,MP▼,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
240,Markel Brown,SG,24,BRK,62,6,15.8,2.0,5.2,.394,0.6,2.0,.314,1.4,3.2,.443,.453,1.1,1.5,.755,0.4,1.6,2.0,1.5,0.6,0.2,0.9,1.5,5.9,brownma02
241,Jason Smith,C,29,ORL,76,2,15.5,3.2,6.6,.485,0.1,0.2,.250,3.2,6.4,.493,.489,0.7,0.9,.806,0.7,2.2,2.9,0.8,0.4,0.9,0.8,2.1,7.2,smithja02
242,Joe Ingles,SF,28,UTA,81,2,15.3,1.5,3.6,.426,1.0,2.6,.386,0.5,1.0,.531,.565,0.2,0.2,.722,0.2,1.6,1.9,1.2,0.7,0.0,0.8,1.2,4.2,inglejo01
243,Mike Scott,PF,27,ATL,75,0,15.3,2.3,5.0,.468,0.8,2.1,.392,1.5,2.9,.523,.551,0.7,0.8,.794,0.7,2.0,2.7,1.0,0.3,0.2,0.6,1.4,6.2,scottmi01
244,Aron Baynes,C,29,DET,81,1,15.2,2.4,4.7,.505,0.0,0.0,.000,2.4,4.7,.508,.505,1.6,2.0,.764,1.7,3.0,4.7,0.6,0.3,0.6,0.8,1.9,6.3,baynear01
245,Jonas Jerebko,PF,28,BOS,78,0,15.1,1.5,3.7,.413,0.6,1.4,.398,1.0,2.3,.421,.488,0.8,1.0,.782,1.0,2.7,3.7,0.8,0.3,0.3,0.7,1.8,4.4,jerebjo01
246,Noah Vonleh,PF,20,POR,78,56,15.1,1.5,3.6,.421,0.1,0.6,.239,1.4,3.0,.457,.441,0.5,0.7,.745,1.2,2.7,3.9,0.4,0.3,0.3,0.6,1.9,3.6,vonleno01
247,Sasha Vujačić,SG,31,NYK,61,25,14.9,1.7,4.5,.383,0.9,2.3,.364,0.9,2.2,.403,.477,0.5,0.6,.821,0.4,2.0,2.4,1.4,0.6,0.1,0.7,1.4,4.9,vujacsa01
248,Quincy Acy,PF,25,SAC,59,29,14.8,2.0,3.6,.556,0.3,0.8,.388,1.7,2.8,.606,.600,0.8,1.2,.735,1.1,2.1,3.2,0.5,0.5,0.4,0.5,1.7,5.2,acyqu01
249,Brandon Rush,SG,30,GSW,72,25,14.7,1.5,3.6,.427,0.9,2.2,.414,0.6,1.4,.447,.552,0.3,0.4,.643,0.3,2.2,2.5,0.8,0.3,0.3,0.5,0.8,4.2,rushbr01
250,Solomon Hill,SF,24,IND,59,3,14.7,1.6,3.5,.447,0.4,1.3,.324,1.2,2.3,.515,.505,0.6,0.7,.857,0.7,2.2,2.8,1.0,0.6,0.2,0.6,1.2,4.2,hillso01
251,Alexis Ajinça,C,27,NOP,59,17,14.6,2.5,5.3,.476,0.0,0.0,.000,2.5,5.3,.478,.476,0.9,1.1,.839,1.3,3.3,4.6,0.5,0.3,0.6,0.9,2.3,6.0,ajincal01
252,Dwight Powell,PF,24,DAL,69,2,14.4,2.1,4.3,.493,0.0,0.2,.125,2.1,4.1,.514,.497,1.5,2.1,.739,1.2,2.7,4.0,0.6,0.5,0.3,0.6,1.7,5.8,poweldw01
253,Kyle Singler,SF,27,OKC,68,2,14.4,1.3,3.3,.389,0.4,1.4,.309,0.8,1.8,.452,.457,0.4,0.6,.659,0.7,1.3,2.1,0.4,0.4,0.1,0.5,1.8,3.4,singlky01
254,Rashad Vaughn,SG,19,MIL,70,6,14.3,1.2,3.8,.305,0.6,2.1,.293,0.5,1.7,.319,.385,0.2,0.2,.800,0.2,1.1,1.3,0.6,0.4,0.2,0.4,1.0,3.1,vaughra01
255,Miles Plumlee,C,27,MIL,61,14,14.3,2.3,3.8,.601,0.0,0.0,,2.3,3.8,.601,.601,0.6,1.0,.576,1.5,2.3,3.8,0.3,0.3,0.8,0.7,1.2,5.1,plumlmi01
256,Chase Budinger,SF,27,TOT,66,2,14.1,1.6,3.6,.435,0.4,1.3,.279,1.2,2.3,.523,.485,0.6,0.8,.696,0.7,1.6,2.3,1.0,0.5,0.2,0.7,0.9,4.1,budinch01
257,Pablo Prigioni,PG,38,LAC,59,3,13.9,0.9,2.5,.374,0.5,1.6,.295,0.5,0.9,.519,.469,0.1,0.1,.875,0.6,1.3,1.9,2.2,0.9,0.0,0.8,1.4,2.5,prigipa01
258,Anthony Morrow,SG,30,OKC,68,6,13.6,2.0,4.9,.408,1.2,3.0,.387,0.8,1.9,.442,.527,0.4,0.6,.744,0.1,0.8,0.9,0.4,0.3,0.1,0.3,0.9,5.6,morroan01
259,Cole Aldrich,C,27,LAC,60,5,13.3,2.2,3.8,.596,0.0,0.0,,2.2,3.8,.596,.596,1.0,1.4,.714,1.4,3.4,4.8,0.8,0.8,1.1,1.1,2.3,5.5,aldrico01
260,Johnny O'Bryant,PF,22,MIL,66,4,13.0,1.3,3.2,.411,0.0,0.0,1.000,1.3,3.2,.409,.414,0.4,0.6,.675,1.0,1.7,2.7,0.5,0.3,0.1,0.5,1.5,3.0,obryajo01
261,Thomas Robinson,PF,24,BRK,71,7,12.9,1.8,4.1,.447,0.0,0.0,.000,1.8,4.1,.448,.447,0.7,1.5,.431,1.9,3.1,5.1,0.6,0.5,0.5,1.0,1.6,4.3,robinth01
262,Chris Johnson,SF,25,UTA,70,2,12.2,1.0,2.8,.371,0.4,1.4,.273,0.6,1.4,.474,.441,0.5,0.6,.810,0.4,1.5,1.9,0.6,0.5,0.3,0.6,1.4,2.9,johnsch04
263,Dewayne Dedmon,C,26,ORL,58,20,12.2,1.7,3.1,.559,0.0,0.0,,1.7,3.1,.559,.559,1.0,1.3,.750,1.2,2.8,3.9,0.2,0.4,0.8,0.6,1.9,4.4,dedmode01
264,Kyle O'Quinn,PF,25,NYK,65,1,11.8,2.0,4.2,.476,0.1,0.3,.227,1.9,3.8,.498,.485,0.7,0.9,.767,1.2,2.7,3.8,1.1,0.3,0.8,0.9,1.6,4.8,oquinky01
265,Tyler Zeller,C,26,BOS,60,3,11.8,2.3,4.8,.476,0.0,0.0,,2.3,4.8,.476,.476,1.5,1.8,.815,1.0,1.9,3.0,0.5,0.2,0.4,0.8,1.6,6.1,zellety01
266,Nick Collison,PF,35,OKC,59,4,11.8,0.8,1.8,.459,0.0,0.0,.000,0.8,1.8,.467,.459,0.4,0.6,.697,1.2,1.7,2.9,0.9,0.3,0.3,0.8,1.8,2.1,collini01
267,Marreese Speights,C,28,GSW,72,0,11.6,2.7,6.3,.432,0.3,0.9,.387,2.4,5.5,.439,.458,1.3,1.6,.825,1.1,2.3,3.3,0.8,0.3,0.5,0.9,1.6,7.1,speigma01
268,Kelly Oubre Jr.,SF,20,WAS,63,9,10.7,1.4,3.3,.427,0.4,1.3,.316,1.0,2.1,.492,.486,0.5,0.8,.633,0.4,1.7,2.1,0.2,0.3,0.1,0.5,1.6,3.7,oubreke01
269,Charlie Villanueva,PF,31,DAL,62,4,10.7,2.0,5.3,.382,0.8,2.8,.273,1.3,2.5,.503,.454,0.4,0.4,.917,0.4,2.1,2.5,0.4,0.3,0.2,0.5,1.1,5.1,villach01
270,Mike Muscala,C,24,ATL,60,0,9.4,1.3,2.5,.500,0.2,0.7,.308,1.1,1.9,.566,.539,0.5,0.7,.795,0.6,1.3,2.0,0.6,0.2,0.5,0.5,1.2,3.3,muscami01
271,Ian Clark,SG,24,GSW,66,1,8.8,1.3,3.1,.441,0.5,1.3,.357,0.9,1.8,.500,.515,0.4,0.5,.824,0.2,0.8,1.0,1.0,0.3,0.2,0.7,0.9,3.6,clarkia01
